HOUR,DATE_MILADI,DATE_SHAMSI,POWER,CODE,UNIT_NO,DAMA,ROTOOBAT,12209_G13,12210_G13,practical,ebraz,importance_factor,DATE,MA
15,2025-07-16 15:00:00,1404/04/24,117,SO,3,41,11.0,15.1,8.7,117.0,109.1,2.054217072,2025-07-16,118.0
16,2025-07-16 16:00:00,1404/04/24,117,SO,3,37,22.0,15.1,8.7,117.0,109.9,1.931404573,2025-07-16,117.5
17,2025-07-16 17:00:00,1404/04/24,116,SO,3,35,26.0,15.1,8.7,117.0,110.8,1.857124733,2025-07-16,111.5
18,2025-07-16 18:00:00,1404/04/24,119,LF1,3,35,23.0,14.8,8.8,117.0,111.6,1.804041169,2025-07-16,112.0
19,2025-07-16 19:00:00,1404/04/24,119,LF1,3,34,25.0,14.8,8.8,117.0,112.4,1.733214563,2025-07-16,114.5
20,2025-07-16 20:00:00,1404/04/24,120,LF1,3,33,24.0,14.8,8.8,117.0,113.2,1.701444989,2025-07-16,115.5
21,2025-07-16 21:00:00,1404/04/24,120,LF1,3,32,23.0,14.8,8.8,117.0,113.2,1.64493232,2025-07-16,115.5
22,2025-07-16 22:00:00,1404/04/24,120,LF1,3,32,27.0,14.6,8.7,117.0,114.0,1.487967391,2025-07-16,116.0
23,2025-07-16 23:00:00,1404/04/25,116,LF1,3,30,29.0,14.5,8.7,117.0,114.9,1.301976339,2025-07-16,116.5
0,2025-07-17 00:00:00,1404/04/25,115,LF1,3,29,30.0,14.6,8.7,117.0,117.3,1.143714858,2025-07-17,116.5
1,2025-07-17 01:00:00,1404/04/25,116,LF1,3,28,30.0,14.6,8.7,117.0,118.2,1.004378614,2025-07-17,117.0
2,2025-07-17 02:00:00,1404/04/25,117,LF1,3,27,36.0,14.6,8.7,117.0,118.2,0.880572764,2025-07-17,118.0
3,2025-07-17 03:00:00,1404/04/25,117,LF1,3,26,33.0,14.6,8.7,117.0,119.0,0.797209761,2025-07-17,118.0
4,2025-07-17 04:00:00,1404/04/25,117,LF1,3,26,34.0,14.6,8.7,117.0,119.0,0.760702084,2025-07-17,117.5
5,2025-07-17 05:00:00,1404/04/25,117,LF1,3,28,34.0,14.6,8.7,117.0,119.0,0.762520141,2025-07-17,116.0
6,2025-07-17 06:00:00,1404/04/25,117,LF1,3,30,28.0,14.4,8.6,117.0,114.9,0.808046635,2025-07-17,116.5
7,2025-07-17 07:00:00,1404/04/25,115,LF1,3,34,18.0,14.4,8.6,117.0,113.2,0.912036029,2025-07-17,117.0
8,2025-07-17 08:00:00,1404/04/25,114,LF1,3,38,16.0,14.4,8.6,117.0,111.6,1.079246705,2025-07-17,114.0
9,2025-07-17 09:00:00,1404/04/25,110,LF1,3,38,15.0,14.4,8.6,117.0,110.8,1.30855822,2025-07-17,113.5
10,2025-07-17 10:00:00,1404/04/25,117,SO,3,40,10.0,14.4,8.7,117.0,109.1,1.571072872,2025-07-17,118.5
11,2025-07-17 11:00:00,1404/04/25,117,SO,3,41,12.0,14.4,8.7,117.0,108.3,1.854502849,2025-07-17,118.5
12,2025-07-17 12:00:00,1404/04/25,116,SO,3,42,8.0,14.4,8.7,117.0,108.3,2.098567575,2025-07-17,118.0
13,2025-07-17 13:00:00,1404/04/25,116,SO,3,42,8.0,14.4,8.7,117.0,109.1,2.255108965,2025-07-17,118.0
14,2025-07-17 14:00:00,1404/04/25,117,SO,3,42,9.0,13.6,8.1,117.0,109.1,2.258646543,2025-07-17,118.0
15,2025-07-17 15:00:00,1404/04/25,104,SO,3,41,7.0,13.6,8.1,117.0,109.1,2.157221094,2025-07-17,118.0
16,2025-07-17 16:00:00,1404/04/25,105,SO,3,40,10.0,13.6,8.1,117.0,109.9,2.013456471,2025-07-17,117.5
17,2025-07-17 17:00:00,1404/04/25,106,SO,3,38,12.0,13.6,8.1,117.0,110.8,1.928649192,2025-07-17,112.0
18,2025-07-17 18:00:00,1404/04/25,107,LF1,3,36,13.0,14.7,8.8,117.0,111.6,1.86494218,2025-07-17,112.5
19,2025-07-17 19:00:00,1404/04/25,119,LF1,3,34,16.0,14.7,8.8,117.0,112.4,1.794855593,2025-07-17,115.5
20,2025-07-17 20:00:00,1404/04/25,120,LF1,3,33,18.0,14.7,8.8,117.0,113.2,1.762239705,2025-07-17,117.0
21,2025-07-17 21:00:00,1404/04/25,120,LF1,3,33,21.0,14.7,8.8,117.0,113.2,1.691561371,2025-07-17,116.0
22,2025-07-17 22:00:00,1404/04/25,114,LF1,3,31,24.0,14.5,8.6,117.0,114.0,1.516882325,2025-07-17,116.0
23,2025-07-17 23:00:00,1404/04/26,115,LF1,3,30,27.0,14.6,8.7,117.0,114.9,1.319991858,2025-07-17,116.5
0,2025-07-18 00:00:00,1404/04/26,115,LF1,3,30,27.0,14.5,8.6,117.0,117.3,1.1540787,2025-07-18,116.5
1,2025-07-18 01:00:00,1404/04/26,115,LF1,3,28,26.0,14.5,8.6,117.0,118.2,1.010693566,2025-07-18,117.0
2,2025-07-18 02:00:00,1404/04/26,116,LF1,3,27,27.0,14.5,8.7,117.0,118.2,0.885618691,2025-07-18,118.0
3,2025-07-18 03:00:00,1404/04/26,116,LF1,3,27,27.0,14.5,8.7,117.0,119.0,0.801968479,2025-07-18,118.0
4,2025-07-18 04:00:00,1404/04/26,116,LF1,3,27,27.0,14.5,8.7,117.0,119.0,0.765537167,2025-07-18,117.0
5,2025-07-18 05:00:00,1404/04/26,117,LF1,3,26,27.0,14.5,8.7,117.0,119.0,0.767192181,2025-07-18,116.0
6,2025-07-18 06:00:00,1404/04/26,116,LF1,3,30,23.0,14.7,8.6,117.0,114.9,0.81162381,2025-07-18,116.5
7,2025-07-18 07:00:00,1404/04/26,115,LF1,3,33,19.0,14.7,8.6,117.0,113.2,0.912832864,2025-07-18,116.5
8,2025-07-18 08:00:00,1404/04/26,114,LF1,3,36,14.0,14.7,8.6,117.0,111.6,1.078042859,2025-07-18,114.0
9,2025-07-18 09:00:00,1404/04/26,112,LF1,3,40,9.0,14.7,8.6,117.0,110.8,1.308667702,2025-07-18,113.5
10,2025-07-18 10:00:00,1404/04/26,116,SO,3,41,8.0,14.5,8.7,117.0,109.1,1.581526276,2025-07-18,118.0
11,2025-07-18 11:00:00,1404/04/26,116,SO,3,42,7.0,14.5,8.7,117.0,108.3,1.887800648,2025-07-18,118.0
12,2025-07-18 12:00:00,1404/04/26,116,SO,3,43,7.0,14.5,8.7,117.0,108.3,2.146971317,2025-07-18,118.0
13,2025-07-18 13:00:00,1404/04/26,116,SO,3,44,7.0,14.5,8.7,117.0,109.1,2.295535463,2025-07-18,118.0
14,2025-07-18 14:00:00,1404/04/26,117,SO,3,43,9.0,14.9,8.7,117.0,109.1,2.277106348,2025-07-18,118.0
15,2025-07-18 15:00:00,1404/04/26,117,SO,3,42,9.0,14.9,8.7,117.0,109.1,2.167408443,2025-07-18,118.0
16,2025-07-18 16:00:00,1404/04/26,105,SO,3,41,11.0,14.9,8.7,117.0,109.9,2.028452312,2025-07-18,117.0
17,2025-07-18 17:00:00,1404/04/26,106,SO,3,38,14.0,14.9,8.7,117.0,110.8,1.955758777,2025-07-18,112.0
18,2025-07-18 18:00:00,1404/04/26,111,LF1,3,38,15.0,14.7,8.8,117.0,111.6,1.905911114,2025-07-18,112.5
19,2025-07-18 19:00:00,1404/04/26,118,LF1,3,36,16.0,14.7,8.8,117.0,112.4,1.849235463,2025-07-18,117.0
20,2025-07-18 20:00:00,1404/04/26,120,LF1,3,34,18.0,14.7,8.8,117.0,113.2,1.823324699,2025-07-18,119.0
21,2025-07-18 21:00:00,1404/04/26,113,LF1,3,32,19.0,14.7,8.8,117.0,113.2,1.744910953,2025-07-18,116.0
22,2025-07-18 22:00:00,1404/04/26,114,LF1,3,31,22.0,14.7,8.8,117.0,114.0,1.555794429,2025-07-18,116.0
23,2025-07-18 23:00:00,1404/04/27,114,LF1,3,30,22.0,14.5,8.6,117.0,114.9,1.348436001,2025-07-18,116.5
0,2025-07-19 00:00:00,1404/04/27,114,LF1,3,29,24.0,14.7,8.8,117.0,117.3,1.175703366,2025-07-19,116.5
1,2025-07-19 01:00:00,1404/04/27,115,LF1,3,28,26.0,14.7,8.8,117.0,118.2,1.027765886,2025-07-19,117.0
2,2025-07-19 02:00:00,1404/04/27,115,LF1,3,28,24.0,14.3,8.7,117.0,118.2,0.899235928,2025-07-19,117.5
3,2025-07-19 03:00:00,1404/04/27,116,LF1,3,27,25.0,14.3,8.7,117.0,119.0,0.813242815,2025-07-19,117.0
4,2025-07-19 04:00:00,1404/04/27,117,LF1,3,25,27.0,14.3,8.7,117.0,119.0,0.775516537,2025-07-19,117.0
5,2025-07-19 05:00:00,1404/04/27,102,LF1,3,26,26.0,14.3,8.7,117.0,119.0,0.775689609,2025-07-19,116.0
6,2025-07-19 06:00:00,1404/04/27,105,LF1,3,30,23.0,14.7,8.6,117.0,114.9,0.820242039,2025-07-19,116.0
7,2025-07-19 07:00:00,1404/04/27,115,LF1,3,34,15.0,14.7,8.6,117.0,113.2,0.922777171,2025-07-19,115.5
8,2025-07-19 08:00:00,1404/04/27,113,LF1,3,37,12.0,14.7,8.6,117.0,111.6,1.090180058,2025-07-19,114.0
9,2025-07-19 09:00:00,1404/04/27,111,LF1,3,40,8.0,14.7,8.6,117.0,110.8,1.325553856,2025-07-19,112.5
10,2025-07-19 10:00:00,1404/04/27,117,SO,3,43,8.0,14.7,8.7,117.0,109.1,1.607166229,2025-07-19,118.0
11,2025-07-19 11:00:00,1404/04/27,116,SO,3,44,7.0,14.7,8.7,117.0,108.3,1.920330422,2025-07-19,118.0
12,2025-07-19 12:00:00,1404/04/27,116,SO,3,43,8.0,14.7,8.7,117.0,108.3,2.186628194,2025-07-19,117.5
13,2025-07-19 13:00:00,1404/04/27,116,SO,3,43,9.0,14.7,8.7,117.0,109.1,2.342820015,2025-07-19,117.5
14,2025-07-19 14:00:00,1404/04/27,116,SO,3,43,9.0,14.7,8.7,117.0,109.1,2.324370139,2025-07-19,117.5
15,2025-07-19 15:00:00,1404/04/27,116,SO,3,42,8.0,14.7,8.7,117.0,109.1,2.214704903,2025-07-19,118.0
16,2025-07-19 16:00:00,1404/04/27,117,SO,3,42,5.0,14.7,8.7,117.0,109.9,2.083623885,2025-07-19,116.0
17,2025-07-19 17:00:00,1404/04/27,117,SO,3,41,5.0,14.7,8.7,117.0,110.8,2.036129314,2025-07-19,112.0
18,2025-07-19 18:00:00,1404/04/27,110,LF1,3,39,6.0,15.0,8.8,117.0,111.6,2.017626387,2025-07-19,112.5
19,2025-07-19 19:00:00,1404/04/27,120,LF1,3,38,7.0,15.0,8.8,117.0,112.4,1.99721472,2025-07-19,117.0
20,2025-07-19 20:00:00,1404/04/27,120,LF1,3,38,9.0,15.0,8.8,117.0,113.2,2.000879027,2025-07-19,119.0
21,2025-07-19 21:00:00,1404/04/27,122,LF1,3,33,9.0,15.0,8.8,117.0,113.2,1.92246231,2025-07-19,116.0
22,2025-07-19 22:00:00,1404/04/27,114,LF1,3,31,10.0,14.6,8.6,117.0,114.0,1.69887528,2025-07-19,116.0
23,2025-07-19 23:00:00,1404/04/28,114,LF1,3,30,11.0,14.7,8.8,117.0,114.9,1.454304729,2025-07-19,116.0
0,2025-07-20 00:00:00,1404/04/28,114,LF1,3,30,9.0,14.6,8.6,117.0,117.3,1.253008037,2025-07-20,116.0
1,2025-07-20 01:00:00,1404/04/28,115,LF1,3,30,9.0,14.6,8.6,117.0,117.3,1.083856865,2025-07-20,116.5
2,2025-07-20 02:00:00,1404/04/28,116,LF1,3,28,10.0,14.5,8.7,117.0,117.3,0.94147615,2025-07-20,117.0
3,2025-07-20 03:00:00,1404/04/28,117,LF1,3,26,12.0,14.5,8.7,117.0,118.2,0.850110177,2025-07-20,117.0
4,2025-07-20 04:00:00,1404/04/28,118,LF1,3,24,13.0,14.5,8.7,117.0,118.2,0.813643212,2025-07-20,117.0
5,2025-07-20 05:00:00,1404/04/28,118,LF1,3,25,13.0,14.5,8.7,117.0,118.2,0.82096751,2025-07-20,115.5
6,2025-07-20 06:00:00,1404/04/28,118,LF1,3,28,13.0,14.4,8.6,117.0,114.9,0.87996424,2025-07-20,116.0
7,2025-07-20 07:00:00,1404/04/28,115,LF1,3,34,8.0,14.4,8.6,117.0,112.4,1.014058184,2025-07-20,115.0
8,2025-07-20 08:00:00,1404/04/28,113,LF1,3,36,5.0,14.4,8.6,117.0,110.8,1.237712205,2025-07-20,114.0
9,2025-07-20 09:00:00,1404/04/28,112,LF1,3,38,5.0,14.4,8.6,117.0,109.1,1.560072131,2025-07-20,112.0
10,2025-07-20 10:00:00,1404/04/28,119,SO,3,40,4.0,14.9,8.8,117.0,107.5,1.939226082,2025-07-20,118.0
11,2025-07-20 11:00:00,1404/04/28,117,SO,3,43,3.0,14.9,8.8,117.0,103.7,2.361240988,2025-07-20,117.5
12,2025-07-20 12:00:00,1404/04/28,117,SO,3,44,3.0,14.9,8.8,117.0,103.7,2.699793931,2025-07-20,117.0
13,2025-07-20 13:00:00,1404/04/28,116,SO,3,45,3.0,14.9,8.8,117.0,103.7,2.913388203,2025-07-20,117.0
14,2025-07-20 14:00:00,1404/04/28,117,SO,3,44,4.0,14.7,8.7,117.0,103.7,2.898285811,2025-07-20,117.0
15,2025-07-20 15:00:00,1404/04/28,117,SO,3,42,5.0,14.7,8.7,117.0,107.5,2.761511253,2025-07-20,117.5
16,2025-07-20 16:00:00,1404/04/28,114,SO,3,41,7.0,14.7,8.7,117.0,109.1,2.577535876,2025-07-20,116.0
17,2025-07-20 17:00:00,1404/04/28,104,SO,3,41,8.0,14.7,8.7,117.0,110.8,2.525068284,2025-07-20,112.0
18,2025-07-20 18:00:00,1404/04/28,108,LF1,3,37,10.0,15.0,8.8,117.0,111.6,2.49037882,2025-07-20,112.0
19,2025-07-20 19:00:00,1404/04/28,120,LF1,3,35,11.0,15.0,8.8,117.0,112.4,2.449242984,2025-07-20,118.0
20,2025-07-20 20:00:00,1404/04/28,119,LF1,3,35,11.0,15.0,8.8,117.0,113.2,2.429242396,2025-07-20,120.0
21,2025-07-20 21:00:00,1404/04/28,121,LF1,3,33,13.0,15.0,8.8,117.0,113.2,2.291033577,2025-07-20,116.5
22,2025-07-20 22:00:00,1404/04/28,115,LF1,3,31,16.0,14.4,8.6,117.0,114.0,1.957931473,2025-07-20,115.5
23,2025-07-20 23:00:00,1404/04/29,114,LF1,3,32,15.0,14.6,8.6,117.0,114.9,1.626542567,2025-07-20,115.5
0,2025-07-21 00:00:00,1404/04/29,114,LF1,3,31,13.0,14.4,8.6,117.0,116.5,1.370611992,2025-07-21,115.5
1,2025-07-21 01:00:00,1404/04/29,114,LF1,3,30,12.0,14.4,8.6,117.0,117.3,1.167680281,2025-07-21,116.0
2,2025-07-21 02:00:00,1404/04/29,116,LF1,3,28,13.0,14.4,8.6,117.0,117.3,1.004138671,2025-07-21,117.0
3,2025-07-21 03:00:00,1404/04/29,116,LF1,3,27,13.0,14.4,8.6,117.0,118.2,0.903327164,2025-07-21,117.0
4,2025-07-21 04:00:00,1404/04/29,116,LF1,3,28,13.0,14.4,8.6,117.0,118.2,0.866685874,2025-07-21,117.0
5,2025-07-21 05:00:00,1404/04/29,117,LF1,3,27,13.0,14.4,8.6,117.0,117.3,0.882286587,2025-07-21,116.0
6,2025-07-21 06:00:00,1404/04/29,116,LF1,3,31,10.0,14.2,8.4,117.0,114.0,0.958493022,2025-07-21,116.0
7,2025-07-21 07:00:00,1404/04/29,112,LF1,3,37,6.0,14.2,8.4,117.0,110.8,1.128671562,2025-07-21,115.0
8,2025-07-21 08:00:00,1404/04/29,106,LF1,3,41,3.0,14.2,8.4,117.0,109.1,1.421267141,2025-07-21,114.0
9,2025-07-21 09:00:00,1404/04/29,103,LF1,3,43,2.0,14.2,8.4,117.0,107.5,1.855788199,2025-07-21,112.0
10,2025-07-21 10:00:00,1404/04/29,117,SO,3,44,1.0,14.2,8.4,117.0,103.7,2.368481072,2025-07-21,118.0
11,2025-07-21 11:00:00,1404/04/29,113,SO,3,44,2.0,14.2,8.4,117.0,102.8,2.938878313,2025-07-21,117.0
12,2025-07-21 12:00:00,1404/04/29,112,SO,3,45,2.0,14.2,8.4,117.0,102.8,3.365958054,2025-07-21,117.0
13,2025-07-21 13:00:00,1404/04/29,112,SO,3,45,1.0,14.2,8.4,117.0,102.8,3.618236539,2025-07-21,117.0
14,2025-07-21 14:00:00,1404/04/29,111,SO,3,45,2.0,13.7,8.4,117.0,102.8,3.554138489,2025-07-21,117.0
15,2025-07-21 15:00:00,1404/04/29,110,SO,3,44,4.0,13.7,8.4,117.0,103.7,3.331574794,2025-07-21,117.0
16,2025-07-21 16:00:00,1404/04/29,112,SO,3,43,7.0,13.7,8.4,117.0,108.3,3.034449101,2025-07-21,116.0
17,2025-07-21 17:00:00,1404/04/29,117,SO,3,41,5.0,13.7,8.4,117.0,109.1,2.942046566,2025-07-21,112.0
18,2025-07-21 18:00:00,1404/04/29,118,LF1,3,40,6.0,14.8,8.8,117.0,110.8,2.876058656,2025-07-21,112.0
19,2025-07-21 19:00:00,1404/04/29,118,LF1,3,38,8.0,14.8,8.8,117.0,111.6,2.803000162,2025-07-21,118.0
20,2025-07-21 20:00:00,1404/04/29,116,LF1,3,36,9.0,14.8,8.8,117.0,112.4,2.736156237,2025-07-21,119.5
21,2025-07-21 21:00:00,1404/04/29,107,LF1,3,36,10.0,14.8,8.8,117.0,112.4,2.522071387,2025-07-21,117.5
22,2025-07-21 22:00:00,1404/04/29,109,LF1,3,32,13.0,13.2,8.1,117.0,113.2,2.098024534,2025-07-21,115.5
23,2025-07-21 23:00:00,1404/04/30,106,LF1,3,31,9.0,14.4,8.6,117.0,114.0,1.708292523,2025-07-21,115.5
0,2025-07-22 00:00:00,1404/04/30,111,LF1,3,33,10.0,13.2,8.1,117.0,116.5,1.421645365,2025-07-22,115.0
1,2025-07-22 01:00:00,1404/04/30,111,LF1,3,34,7.0,13.2,8.1,117.0,117.3,1.203401564,2025-07-22,116.0
2,2025-07-22 02:00:00,1404/04/30,110,LF1,3,36,7.0,14.3,8.6,117.0,117.3,1.032200058,2025-07-22,117.0
3,2025-07-22 03:00:00,1404/04/30,113,LF1,3,32,11.0,14.3,8.6,117.0,118.2,0.926898706,2025-07-22,117.0
4,2025-07-22 04:00:00,1404/04/30,114,LF1,3,30,13.0,14.3,8.6,117.0,118.2,0.888382904,2025-07-22,117.0
5,2025-07-22 05:00:00,1404/04/30,114,LF1,3,34,10.0,14.3,8.6,117.0,117.3,0.903648009,2025-07-22,116.5
6,2025-07-22 06:00:00,1404/04/30,111,LF1,3,35,8.0,13.3,8.1,117.0,114.0,0.979880737,2025-07-22,116.0
7,2025-07-22 07:00:00,1404/04/30,116,LF1,3,40,5.0,13.3,8.1,117.0,110.8,1.152411455,2025-07-22,115.0
8,2025-07-22 08:00:00,1404/04/30,105,LF1,3,42,3.0,13.3,8.1,117.0,109.1,1.447235581,2025-07-22,114.0
9,2025-07-22 09:00:00,1404/04/30,112,LF1,3,43,2.0,13.3,8.1,117.0,107.5,1.884333246,2025-07-22,112.0
10,2025-07-22 10:00:00,1404/04/30,103,SO,3,44,4.0,14.6,8.7,117.0,103.7,2.405936606,2025-07-22,118.0
11,2025-07-22 11:00:00,1404/04/30,117,SO,3,44,2.0,14.6,8.7,117.0,102.8,2.977142141,2025-07-22,117.0
12,2025-07-22 12:00:00,1404/04/30,110,SO,3,44,2.0,14.6,8.7,117.0,102.8,3.401570886,2025-07-22,117.0
13,2025-07-22 13:00:00,1404/04/30,103,SO,3,44,2.0,14.6,8.7,117.0,102.8,3.656687478,2025-07-22,116.5
14,2025-07-22 14:00:00,1404/04/30,102,SO,3,45,2.0,13.2,8.0,117.0,102.8,3.606271365,2025-07-22,117.0
15,2025-07-22 15:00:00,1404/04/30,103,SO,3,44,4.0,13.2,8.0,117.0,103.7,3.37920087,2025-07-22,117.0
16,2025-07-22 16:00:00,1404/04/30,104,SO,3,42,5.0,13.2,8.0,117.0,108.3,3.088418312,2025-07-22,114.5
17,2025-07-22 17:00:00,1404/04/30,105,SO,3,41,5.0,13.2,8.0,117.0,109.1,3.005339827,2025-07-22,112.0
18,2025-07-22 18:00:00,1404/04/30,105,LF1,3,39,7.0,13.9,8.2,117.0,110.8,2.955194781,2025-07-22,112.0
19,2025-07-22 19:00:00,1404/04/30,105,LF1,3,37,8.0,13.9,8.2,117.0,111.6,2.887298485,2025-07-22,118.0
20,2025-07-22 20:00:00,1404/04/30,111,LF1,3,35,8.0,13.9,8.2,117.0,112.4,2.813253918,2025-07-22,118.5
21,2025-07-22 21:00:00,1404/04/30,112,LF1,3,33,10.0,13.9,8.2,117.0,112.4,2.575099865,2025-07-22,117.0
22,2025-07-22 22:00:00,1404/04/30,113,LF1,3,30,10.0,13.9,8.2,117.0,113.2,2.128848822,2025-07-22,115.0
23,2025-07-22 23:00:00,1404/04/31,113,LF1,3,30,10.0,13.2,8.1,117.0,114.0,1.723502587,2025-07-22,115.0
0,2025-07-23 00:00:00,1404/04/31,113,LF1,3,28,13.0,13.9,8.2,117.0,116.5,1.428224267,2025-07-23,115.0
1,2025-07-23 01:00:00,1404/04/31,114,LF1,3,27,15.0,13.9,8.2,117.0,117.3,1.2072266,2025-07-23,116.0
2,2025-07-23 02:00:00,1404/04/31,115,LF1,3,26,15.0,14.5,8.7,117.0,117.3,1.036394203,2025-07-23,116.5
3,2025-07-23 03:00:00,1404/04/31,117,LF1,3,25,17.0,14.5,8.7,117.0,118.2,0.930834583,2025-07-23,117.0
4,2025-07-23 04:00:00,1404/04/31,117,LF1,3,25,17.0,14.5,8.7,117.0,118.2,0.892859728,2025-07-23,117.0
5,2025-07-23 05:00:00,1404/04/31,117,LF1,3,25,16.0,14.5,8.7,117.0,117.3,0.908881529,2025-07-23,116.5
6,2025-07-23 06:00:00,1404/04/31,115,LF1,3,28,17.0,14.3,8.6,117.0,114.0,0.985512189,2025-07-23,116.0
7,2025-07-23 07:00:00,1404/04/31,114,LF1,3,34,9.0,14.3,8.6,117.0,110.8,1.157236908,2025-07-23,115.5
8,2025-07-23 08:00:00,1404/04/31,111,LF1,3,38,7.0,14.3,8.6,117.0,109.1,1.448151579,2025-07-23,113.5
9,2025-07-23 09:00:00,1404/04/31,117,LF1,3,41,5.0,14.3,8.6,117.0,107.5,1.863859121,2025-07-23,112.0
10,2025-07-23 10:00:00,1404/04/31,118,SO,3,43,3.0,15.0,8.7,117.0,103.7,2.330664942,2025-07-23,118.0
11,2025-07-23 11:00:00,1404/04/31,117,SO,3,44,2.0,15.0,8.7,117.0,102.8,2.807889524,2025-07-23,117.0
12,2025-07-23 12:00:00,1404/04/31,117,SO,3,45,2.0,15.0,8.7,117.0,102.8,3.170325456,2025-07-23,117.0
13,2025-07-23 13:00:00,1404/04/31,116,SO,3,45,3.0,15.0,8.7,117.0,102.8,3.430078129,2025-07-23,116.0
14,2025-07-23 14:00:00,1404/04/31,116,SO,3,45,5.0,15.2,8.7,117.0,102.8,3.466713203,2025-07-23,117.0
15,2025-07-23 15:00:00,1404/04/31,116,SO,3,43,7.0,15.2,8.7,117.0,103.7,3.310536053,2025-07-23,117.0
16,2025-07-23 16:00:00,1404/04/31,117,SO,3,42,6.0,15.2,8.7,117.0,108.3,3.046442345,2025-07-23,114.5
17,2025-07-23 17:00:00,1404/04/31,109,SO,3,40,7.0,15.2,8.7,117.0,109.1,2.95653164,2025-07-23,112.0
18,2025-07-23 18:00:00,1404/04/31,109,LF1,3,38,7.0,14.8,8.8,117.0,110.8,2.917609162,2025-07-23,112.0
19,2025-07-23 19:00:00,1404/04/31,119,LF1,3,38,6.0,14.8,8.8,117.0,111.6,2.849530053,2025-07-23,118.0
20,2025-07-23 20:00:00,1404/04/31,119,LF1,3,33,7.0,14.8,8.8,117.0,112.4,2.764747667,2025-07-23,118.5
21,2025-07-23 21:00:00,1404/04/31,121,LF1,3,32,11.0,14.8,8.8,117.0,112.4,2.525025976,2025-07-23,117.0
22,2025-07-23 22:00:00,1404/04/31,113,LF1,3,29,10.0,14.4,8.7,117.0,113.2,2.088325296,2025-07-23,114.5
23,2025-07-23 23:00:00,1404/05/01,115,LF1,3,29,11.0,13.9,8.2,116.0,114.0,1.69098547,2025-07-23,115.0
0,2025-07-24 00:00:00,1404/05/01,115,LF1,3,26,13.0,14.4,8.7,116.0,116.5,1.400914544,2025-07-24,115.0
1,2025-07-24 01:00:00,1404/05/01,115,LF1,3,25,13.0,14.4,8.7,116.0,117.3,1.187209523,2025-07-24,115.5
2,2025-07-24 02:00:00,1404/05/01,115,LF1,3,25,13.0,14.8,8.7,116.0,117.3,1.023304819,2025-07-24,116.0
3,2025-07-24 03:00:00,1404/05/01,117,LF1,3,24,15.0,14.8,8.7,116.0,118.2,0.924196825,2025-07-24,117.0
4,2025-07-24 04:00:00,1404/05/01,118,LF1,3,24,15.0,14.8,8.7,116.0,118.2,0.890817118,2025-07-24,117.0
5,2025-07-24 05:00:00,1404/05/01,118,LF1,3,23,16.0,14.8,8.7,116.0,117.3,0.914062838,2025-07-24,116.5
6,2025-07-24 06:00:00,1404/05/01,118,LF1,3,27,16.0,14.8,8.7,116.0,114.0,0.999931243,2025-07-24,116.0
7,2025-07-24 07:00:00,1404/05/01,116,LF1,3,32,9.0,14.8,8.7,116.0,110.8,1.186908994,2025-07-24,115.0
8,2025-07-24 08:00:00,1404/05/01,112,LF1,3,36,6.0,14.8,8.7,116.0,109.1,1.503087116,2025-07-24,113.0
9,2025-07-24 09:00:00,1404/05/01,111,LF1,3,38,4.0,14.8,8.7,116.0,107.5,1.952214171,2025-07-24,112.0
10,2025-07-24 10:00:00,1404/05/01,119,SO,3,41,3.0,15.0,8.7,116.0,103.7,2.420413545,2025-07-24,118.0
11,2025-07-24 11:00:00,1404/05/01,118,SO,3,43,3.0,15.0,8.7,116.0,102.8,2.872821657,2025-07-24,117.0
12,2025-07-24 12:00:00,1404/05/01,116,SO,3,44,2.0,15.0,8.7,116.0,102.8,3.205793972,2025-07-24,117.0
13,2025-07-24 13:00:00,1404/05/01,116,SO,3,45,3.0,15.0,8.7,116.0,102.8,3.475459996,2025-07-24,116.0
14,2025-07-24 14:00:00,1404/05/01,116,SO,3,43,5.0,14.7,8.7,116.0,102.8,3.569823058,2025-07-24,117.0
15,2025-07-24 15:00:00,1404/05/01,116,SO,3,43,5.0,14.7,8.7,116.0,103.7,3.47234321,2025-07-24,117.0
16,2025-07-24 16:00:00,1404/05/01,103,SO,3,41,8.0,14.7,8.7,116.0,108.3,3.20957579,2025-07-24,114.5
17,2025-07-24 17:00:00,1404/05/01,102,SO,3,40,8.0,14.7,8.7,116.0,109.1,3.100093833,2025-07-24,111.5
18,2025-07-24 18:00:00,1404/05/01,103,LF1,3,37,11.0,14.7,8.8,116.0,110.8,3.022031899,2025-07-24,112.0
19,2025-07-24 19:00:00,1404/05/01,118,LF1,3,36,11.0,14.7,8.8,116.0,111.6,2.89383091,2025-07-24,118.5
20,2025-07-24 20:00:00,1404/05/01,120,LF1,3,34,14.0,14.7,8.8,116.0,112.4,2.744153719,2025-07-24,119.0
21,2025-07-24 21:00:00,1404/05/01,112,LF1,3,32,15.0,14.7,8.8,116.0,112.4,2.458505553,2025-07-24,119.0
22,2025-07-24 22:00:00,1404/05/01,112,LF1,3,30,15.0,14.4,8.6,116.0,113.2,2.029636405,2025-07-24,114.0
23,2025-07-24 23:00:00,1404/05/02,114,LF1,3,28,17.0,14.4,8.7,116.0,114.0,1.654434711,2025-07-24,115.0
0,2025-07-25 00:00:00,1404/05/02,115,LF1,3,26,19.0,14.4,8.6,116.0,116.5,1.376164768,2025-07-25,115.0
